panel_id,perturbed_gene_id,e189_perturbation_role,reserved_random_pair_donor,reserved_random_pair_state,candidate_train_context_order,selection_sha256
H04,ENSG00000175155,SEEN_PERTURBATION,CE0008162,Stim8hr,CE0008678::Rest|CE0008162::Stim48hr|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0008162::Rest,c66e777844a6ec89a7691deff4e91350a77170c5a107927edb1bbb4585ed9510
H04,ENSG00000177721,SEEN_PERTURBATION,CE0008678,Rest,CE0008162::Stim48hr|CE0008678::Stim48hr|CE0008162::Stim8hr|CE0008162::Rest|CE0008678::Stim8hr,4cf2f4b9aa63a8ab805cb4e53359e5bf5fc78a5e718e0b60277fadfefbde5e5e
H04,ENSG00000181788,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008162::Stim48hr|CE0008678::Rest|CE0008162::Stim8hr|CE0008162::Rest|CE0008678::Stim8hr,8c4e84fd272d470e9d02627b73e5b34897f40ac296123d2f095d71a2beffb57f
H04,ENSG00000183733,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008162::Stim48hr|CE0008678::Stim8hr|CE0008678::Rest|CE0008162::Rest|CE0008162::Stim8hr,0d5710409040d3e361ce7a37148efe55569c9decba5703cfb20b445c126a8479
H04,ENSG00000184574,SEEN_PERTURBATION,CE0008162,Rest,CE0008162::Stim8hr|CE0008162::Stim48hr|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0008678::Rest,a4ab244f82eb78838aeeca6a6371de2cd1399afb183836d701b47c5b1fc2cfa2
H04,ENSG00000189350,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008678::Stim8hr|CE0008678::Rest|CE0008162::Rest|CE0008162::Stim8hr|CE0008162::Stim48hr,66a750041c495a24164d9f685d5512ea50dbe4c0c904d1df439c13f286d3c6b3
H04,ENSG00000196549,SEEN_PERTURBATION,CE0008162,Rest,CE0008678::Rest|CE0008162::Stim8hr|CE0008678::Stim48hr|CE0008678::Stim8hr|CE0008162::Stim48hr,2deace4f586b593b56f6d15a41282e570984923db357ed40410eac6454474c24
H04,ENSG00000198707,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008162::Rest|CE0008162::Stim48hr|CE0008678::Stim8hr|CE0008678::Rest|CE0008162::Stim8hr,a699f50a0d3659ec7551ca9530583ae5ba3c4b2ee2d029030b962f9ce7d66060
H04,ENSG00000198815,SEEN_PERTURBATION,CE0008162,Stim48hr,CE0008678::Rest|CE0008678::Stim8hr|CE0008162::Stim8hr|CE0008162::Rest|CE0008678::Stim48hr,888129f843df277acef61b44d112e807f6926c8f3c7beac3ae7fbbe7ca11cb20
H04,ENSG00000198909,SEEN_PERTURBATION,CE0008678,Rest,CE0008162::Stim48hr|CE0008678::Stim8hr|CE0008162::Stim8hr|CE0008678::Stim48hr|CE0008162::Rest,e18e95dc6026f9e4b0a49bcf5f965847f5a89cc84c92706cfb9e6f8366511ed8
H04,ENSG00000198924,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim48hr|CE0008162::Stim8hr|CE0008162::Rest|CE0008162::Stim48hr|CE0008678::Stim8hr,fe1e1309233245d8cbe9b07fc61f6936c27dee8083d5f7e76c6338e2caed570f
H04,ENSG00000204310,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim48hr|CE0008162::Rest|CE0008678::Stim8hr|CE0008162::Stim8hr|CE0008162::Stim48hr,4cb8d8f2f6ae4fcc6f98c7561aff34e15bc0dff536ee0198a5cdc739285be6d8
H04,ENSG00000205544,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0008678::Rest|CE0008162::Stim48hr|CE0008162::Rest|CE0008162::Stim8hr|CE0008678::Stim48hr,af23c2c0af3e4b3471f45bd504be56c246014811de1352bd58ea1082ad5fc1db
H04,ENSG00000206077,SEEN_PERTURBATION,CE0008162,Rest,CE0008678::Stim8hr|CE0008678::Rest|CE0008162::Stim48hr|CE0008162::Stim8hr|CE0008678::Stim48hr,4bf69ce3f3e4e12c43c9758a7aa8c54f4199b35c9eaa2fb712541435d7a5ceca
H04,ENSG00000211455,SEEN_PERTURBATION,CE0008162,Stim8hr,CE0008678::Rest|CE0008162::Rest|CE0008162::Stim48hr|CE0008678::Stim8hr|CE0008678::Stim48hr,215a1aee96ace488f88bbb0f7bfc0ff806f3f60029e7fc87b02f360c38f553f3
H04,ENSG00000213398,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008162::Stim48hr|CE0008678::Rest|CE0008678::Stim8hr|CE0008162::Rest|CE0008162::Stim8hr,254d26b2da6285d595b23efdd2ddc30558da1ee5c7485870595f8cfa4ea3d77f
H04,ENSG00000228594,SEEN_PERTURBATION,CE0008678,Rest,CE0008162::Rest|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0008162::Stim48hr|CE0008162::Stim8hr,7cbe9452623311d8ad47a3d62a2bbb09c19842184204d657a95e02f16c8a78cf
H04,ENSG00000242114,SEEN_PERTURBATION,CE0008162,Stim8hr,CE0008162::Rest|CE0008162::Stim48hr|CE0008678::Stim48hr|CE0008678::Stim8hr|CE0008678::Rest,96d3d533146499e3d8ba841bf68d3667986780c979502d03dc9a18a2d8ef1501
H04,ENSG00000244274,SEEN_PERTURBATION,CE0008162,Stim8hr,CE0008162::Stim48hr|CE0008678::Rest|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0008162::Rest,1789834933be711c2d7dab251f6eacbcf2411f5c3cf982a67c058e02ef62c622
H04,ENSG00000259207,SEEN_PERTURBATION,CE0008678,Rest,CE0008162::Stim8hr|CE0008678::Stim8hr|CE0008162::Stim48hr|CE0008678::Stim48hr|CE0008162::Rest,5d66a8531bd7dcfe12035a31df4562a23f94be7e3bb67e0748d2138a4df53123
H04,ENSG00000267041,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim8hr|CE0008162::Rest|CE0008162::Stim48hr|CE0008678::Stim48hr|CE0008162::Stim8hr,9b6fbba3ed1107c10fab53e0477dfa8e1b37b02f10e3432f9e240f2ab68aae51
H04,ENSG00000081692,UNSEEN_PERTURBATION,,,,fb5d539a90d3aaf7b5f4397750a99a253b239169ce7de4d7f880875be5dcf278
H04,ENSG00000082438,UNSEEN_PERTURBATION,,,,c9e7fde9c3be67709cc1aac9d2a4b5d27610c05f5bcaa19c55e8d1c559601eab
H04,ENSG00000091947,UNSEEN_PERTURBATION,,,,ba2295701d26808cf890052a4d2f3c45297b9d94da2d71fa68e31446c2cb355b
H04,ENSG00000096384,UNSEEN_PERTURBATION,,,,1e77c91212d6fdda1090bfa806ec694a14f619574f3906c4fe0795a40d992e49
H04,ENSG00000100097,UNSEEN_PERTURBATION,,,,b233c9440c0c950a1b0065c884484df4a9ed7b6767c679570f701864df298151
H04,ENSG00000100558,UNSEEN_PERTURBATION,,,,7725577391a55bceafd51883ef82794eca2151db907d2b1ddc36948d6a1c3b03
H04,ENSG00000105676,UNSEEN_PERTURBATION,,,,f21527384958ec6029b1f1ce4c7f063b52a9e79b6db983ccaef9b345c63c78d8
H04,ENSG00000106538,UNSEEN_PERTURBATION,,,,73cfbc32b5d9d10d50248ca6fff0f8c6864e7a93a0bacda35635f61b8100d7f3
H04,ENSG00000107104,UNSEEN_PERTURBATION,,,,46708f9890d3e0643e6fd599d8b1c34ed4fdfe53ee38817b91aeb94e0bf0f924
H04,ENSG00000107929,UNSEEN_PERTURBATION,,,,5492c85801cd241fb0f24cde9fe99571a1797f0ad834367ccf4b3222078aa359
H04,ENSG00000109180,UNSEEN_PERTURBATION,,,,5140e3a6e238bbe8779e8c35c304d71b52d689333b6ae5e337068aff8c93a027
H04,ENSG00000116663,UNSEEN_PERTURBATION,,,,d572cc46d42ead414aea2fa29b8964e9bcd1b7244c3ad7b2d69000f7ef58dd6e
H04,ENSG00000121742,UNSEEN_PERTURBATION,,,,ca7e4f5d246ad7f333429ada7a87a1859304d65004f40b34693bc203361ad8af
H04,ENSG00000124203,UNSEEN_PERTURBATION,,,,0e6c51a692eb9590d70d872f289ff1c901b1e88dc5b0e0c23b44c1bd93e40c11
H04,ENSG00000125505,UNSEEN_PERTURBATION,,,,2ec53118a932eaf6233a971a887345aaaf3e643a5ad442b76384ffe970c3ba42
H04,ENSG00000133597,UNSEEN_PERTURBATION,,,,94ec01c960b372b8874ee2fa94878dfd7132e035c0ebbf309acb276fedc9b6b7
H04,ENSG00000135605,UNSEEN_PERTURBATION,,,,1f04a2ab1accff9c269e097ef4b43e9d642afa713308c09169be428318f3b24f
H04,ENSG00000136521,UNSEEN_PERTURBATION,,,,781a1543277c7899c553e516429f05eb6bf9ee954a7ddca05acbaab3564896a1
H04,ENSG00000136931,UNSEEN_PERTURBATION,,,,fe4efa604afc398c155746bdc53bdfbb882369612943b141527a4f1da7ac530c
H04,ENSG00000141867,UNSEEN_PERTURBATION,,,,831992a22602fe5928c301b071dfd8862e6c930e9cd3617d6262e52ab35e580a
H04,ENSG00000146021,UNSEEN_PERTURBATION,,,,4f1f9efbc685ee94f23dd934590b7d466ab6e2a3a9fb4ceaf8e23e5ccc4f95ed
H04,ENSG00000153071,UNSEEN_PERTURBATION,,,,c3ca37356692ded9c583207f4efb11382680489dc0eaa535eca53021559cd0fe
H04,ENSG00000154096,UNSEEN_PERTURBATION,,,,11a8321c8a09a4ec3764860da93ae1f009e792eaa19bcc6c5f3d53376be06468
H04,ENSG00000158402,UNSEEN_PERTURBATION,,,,5a37fdf185a60d1649630f5497a76f931aa91349075583e995923adb123d9af1
H04,ENSG00000163508,UNSEEN_PERTURBATION,,,,6579cea73b439f6089652a47b5fe97422d33789be208ff5dd0ecdd57e0d31ab3
H04,ENSG00000164048,UNSEEN_PERTURBATION,,,,86894a27c047b13c7634ea7594ceb4968ece7fe29f3b1c350524e1fe759fb9f2
H04,ENSG00000165588,UNSEEN_PERTURBATION,,,,6f594fe74df5be8f8f256038cc88abfbf91c8a19ecb8dccba2fdb23179164cba
H04,ENSG00000171988,UNSEEN_PERTURBATION,,,,6d9ea39d927b5bfab0e69a8e45a18a5f597f09d6c65a504ec0900f7e79149a78
H04,ENSG00000172239,UNSEEN_PERTURBATION,,,,3d591146c296cd7a293126e352e3159746b72e0efbe0e4be285769c0cd47f643
H04,ENSG00000173275,UNSEEN_PERTURBATION,,,,97a254d3dd3a2f3176fe86276fbc57ab7f239a6aaf0458621e38686eb5b8be1f
H04,ENSG00000174684,UNSEEN_PERTURBATION,,,,9fdce454395caabc6ce4087f64a903628623da5361b91db52ae77dffaf8c92fd
H04,ENSG00000176058,UNSEEN_PERTURBATION,,,,577f080a321c305a293e384350b664b4770de328ef9a886bbc7581896cdd3b2c
H04,ENSG00000180626,UNSEEN_PERTURBATION,,,,902e5bea7d7707d677f49bc7ce39e5c05146fcfc2f9c4dec2b896e1e935281b4
H04,ENSG00000181036,UNSEEN_PERTURBATION,,,,6c6dda3693ea52e0964c5a62b40c9a38c0328be59631570a581bec7b225f549d
H04,ENSG00000181381,UNSEEN_PERTURBATION,,,,cb3747d057453a1cb03cebab4b8cf27b28476b856d4342448f588187915fc4cb
H04,ENSG00000182704,UNSEEN_PERTURBATION,,,,76d4ab2215e2b37dfbbdb0543736d481e795b62c3338b53aab08d8b735c0ab13
H04,ENSG00000184613,UNSEEN_PERTURBATION,,,,0a71df47dedb84fe4586d0ae422f0c15270b899f16325b9c13cceae0585a91f6
H04,ENSG00000198945,UNSEEN_PERTURBATION,,,,caea591f07b7015a685086e6caeec4307361b72fcf92baca77c8e5418f274bed
H04,ENSG00000213859,UNSEEN_PERTURBATION,,,,1b06f62dc8a0085c000d3a4cc86ead8aa46d90bc9e9abf544b27c706a976936f
H04,ENSG00000221988,UNSEEN_PERTURBATION,,,,9a704c8cecb70d02769b7b69e7cf52d5e37799c5dc6d30c9f0d44e193d5cdee6
