panel_id,perturbed_gene_id,e189_perturbation_role,reserved_random_pair_donor,reserved_random_pair_state,candidate_train_context_order,selection_sha256
H01,ENSG00000177888,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0010866::Stim8hr|CE0008678::Stim8hr|CE0010866::Rest|CE0008678::Rest|CE0010866::Stim48hr,58727482e450df3d3a717fa0f68eea8734b092f2dfb72e51d448b049c3a95749
H01,ENSG00000182400,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0008678::Stim48hr|CE0010866::Stim8hr|CE0010866::Rest|CE0008678::Rest|CE0010866::Stim48hr,c81dfedf62362863d5e416dde3a54e190a6aa5ccb750f29228a8aa858d17380d
H01,ENSG00000184867,SEEN_PERTURBATION,CE0008678,Rest,CE0010866::Rest|CE0008678::Stim48hr|CE0010866::Stim48hr|CE0008678::Stim8hr|CE0010866::Stim8hr,e95c04db93a8c3bc99ea8cb9220ecbc67e6195e40b8e64d1db77cc1b30083c49
H01,ENSG00000186174,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0010866::Stim48hr|CE0008678::Stim48hr|CE0010866::Rest|CE0008678::Stim8hr|CE0008678::Rest,fe324a8f53c1484205fde09f378b127539ca13d941dda1d5445303d064098a17
H01,ENSG00000186318,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0010866::Rest|CE0008678::Stim48hr|CE0008678::Stim8hr|CE0008678::Rest|CE0010866::Stim8hr,cb1a1ca8db51a5e5ff9e6aa6d4b362aefa29f3182a280cf391408798e3950a40
H01,ENSG00000187187,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0010866::Stim48hr|CE0010866::Stim8hr|CE0010866::Rest|CE0008678::Rest|CE0008678::Stim8hr,5a6236b7b2ff05cbd39be2d26fe7c50f28e2aa50fddf14aef6c68d5663c27a02
H01,ENSG00000196498,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0008678::Rest|CE0010866::Rest|CE0008678::Stim8hr|CE0010866::Stim48hr|CE0008678::Stim48hr,fe732ea2a168c2b0f584668038d51661078dc943e7ce6b79dbf17ded1208850b
H01,ENSG00000197461,SEEN_PERTURBATION,CE0008678,Rest,CE0010866::Rest|CE0010866::Stim8hr|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0010866::Stim48hr,6385999d18b0174d75ee2afeee1cadfada497068d3c3ce99aa7eabb98468510b
H01,ENSG00000197608,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0010866::Rest|CE0008678::Rest|CE0010866::Stim8hr|CE0008678::Stim8hr|CE0010866::Stim48hr,af0cfae059daa8e0f3dc6127b14192169163dfd6b4616e2e79d8566df0dfb222
H01,ENSG00000197622,SEEN_PERTURBATION,CE0010866,Rest,CE0010866::Stim8hr|CE0008678::Rest|CE0008678::Stim48hr|CE0010866::Stim48hr|CE0008678::Stim8hr,03fceec1c836779fab52fe239da259e5f1a147023198ee7fe29b42d52e9d7a05
H01,ENSG00000198087,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0010866::Stim8hr|CE0008678::Rest|CE0010866::Rest|CE0008678::Stim8hr|CE0008678::Stim48hr,1cb70c67d158ef95b4c784724077424b5ecc99a717f62abd53fd0bce0beeeb06
H01,ENSG00000198492,SEEN_PERTURBATION,CE0008678,Stim48hr,CE0008678::Rest|CE0008678::Stim8hr|CE0010866::Stim48hr|CE0010866::Rest|CE0010866::Stim8hr,f2a3b5dc08d5b9070bc422f213498dc0ee2425c9ecb63ce57ad23162a2838c6b
H01,ENSG00000204428,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim8hr|CE0008678::Stim48hr|CE0010866::Stim8hr|CE0010866::Rest|CE0010866::Stim48hr,e61fb1127020c359191b67fbbac9b166e49cd59d11aec39a7302cc4ebc59e2da
H01,ENSG00000204920,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0008678::Rest|CE0008678::Stim48hr|CE0008678::Stim8hr|CE0010866::Rest|CE0010866::Stim8hr,339377d53a6bce95e2d66e9d0dfbd28fc13157f07ede526e59a76b9afe9d6cf7
H01,ENSG00000205358,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0010866::Stim48hr|CE0008678::Stim48hr|CE0008678::Rest|CE0010866::Rest|CE0008678::Stim8hr,f0eb678a2f0f11d2e0bda7d181da1062c61524a5aa042d76dc744fb798492eae
H01,ENSG00000205857,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0008678::Stim48hr|CE0010866::Rest|CE0010866::Stim48hr|CE0008678::Rest|CE0008678::Stim8hr,af3f53f4c8675e38427a93de08a901cd821e87510217e734de4c191dc9894fcd
H01,ENSG00000213889,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0010866::Rest|CE0008678::Stim48hr|CE0010866::Stim48hr|CE0010866::Stim8hr|CE0008678::Rest,80fb489c907632e5225476709456cbb4eaefba7844554bae5cb55eff0154fc0d
H01,ENSG00000213988,SEEN_PERTURBATION,CE0008678,Stim8hr,CE0010866::Stim8hr|CE0008678::Rest|CE0010866::Rest|CE0008678::Stim48hr|CE0010866::Stim48hr,e1516fb3be35e1dca747a045365e0c613e76491229208b2cca636a04da525491
H01,ENSG00000222011,SEEN_PERTURBATION,CE0008678,Rest,CE0008678::Stim48hr|CE0008678::Stim8hr|CE0010866::Stim8hr|CE0010866::Stim48hr|CE0010866::Rest,fb9c4aab1c652f40e9aaf9191dfc2fb7f3f962fc6886c9015e0b0dc6a22ecc9e
H01,ENSG00000235750,SEEN_PERTURBATION,CE0008678,Rest,CE0010866::Stim8hr|CE0010866::Rest|CE0008678::Stim8hr|CE0008678::Stim48hr|CE0010866::Stim48hr,3df6c46e48570f798d86ad8e407999c94f10bc82d7aae82a8baf2649909d488d
H01,ENSG00000241399,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0010866::Stim48hr|CE0008678::Rest|CE0010866::Rest|CE0008678::Stim8hr|CE0008678::Stim48hr,72d99d3b003ac55231f46cef67f3474eb3a6f10346c6ff73a5ba5c34d2aed9ff
H01,ENSG00000010322,UNSEEN_PERTURBATION,,,,fa3431d866f7195facd8e0cb6a4888d51942937878ee87b672cd826082f67fe6
H01,ENSG00000065243,UNSEEN_PERTURBATION,,,,667545c4a63a35bdc55ff832e557be0181eef00bfac8d0b8eb027f50fd7fc9fb
H01,ENSG00000079385,UNSEEN_PERTURBATION,,,,f39d6483e39f7cdd690d029a1b59b7e7df24fed73ff18b14a203581d34cf7ee5
H01,ENSG00000100889,UNSEEN_PERTURBATION,,,,ded191612c648bc38ba9d031445d1ed660536cc0cf62cecd6ddbd27941cc8102
H01,ENSG00000103241,UNSEEN_PERTURBATION,,,,c65c74a27d3c1d42c3448678c7679fe114685b3ea8b6f89a43c01accbc860bfd
H01,ENSG00000103769,UNSEEN_PERTURBATION,,,,43a2ff5598c02dc94a9846fc042ea86ca14381af214ffe5b956918d12d6ba90c
H01,ENSG00000109851,UNSEEN_PERTURBATION,,,,bac45e2a167eee434249a6bf99c2a550c0ac2a57d82933a940b6a9bbabb1c35e
H01,ENSG00000111679,UNSEEN_PERTURBATION,,,,029eac7377722243ebc73c29522d9b38fc9bae4c002e0c8d01360bd747a6a528
H01,ENSG00000112200,UNSEEN_PERTURBATION,,,,32a0bcc0395040db64f7f9a5edefe4df1f8fbea7a26a5ef6cf13c91c937b5440
H01,ENSG00000117394,UNSEEN_PERTURBATION,,,,5904a8b63566acaae2670bc38fc039b10afc97a7730bc55f8e775a21e87b94ee
H01,ENSG00000117640,UNSEEN_PERTURBATION,,,,349aa442b0eed96f32781854ff30dbb43252d97e99802187f21d07415cd69ee5
H01,ENSG00000118785,UNSEEN_PERTURBATION,,,,87c279c063724d2db73613e3df597a37b2cec53b42bf8e24a41abf4034f865df
H01,ENSG00000118961,UNSEEN_PERTURBATION,,,,5ee6c0c1f3793556cfeb1601a3680f77c772b5abba46b7ab07b25b3f7e561c75
H01,ENSG00000125648,UNSEEN_PERTURBATION,,,,2e0597f27917341119877dc571fb0c0b42cde0b87aa0c07bae53be257d3c5d7b
H01,ENSG00000126746,UNSEEN_PERTURBATION,,,,d1a3c0a2dce22e1538406913bed9a0f8759f6ed65c03e38958a320cc49f731e2
H01,ENSG00000130159,UNSEEN_PERTURBATION,,,,d664b51845a1181e6ce11f91b930993dbf16e46600578e5b50f31aab0c60c971
H01,ENSG00000136404,UNSEEN_PERTURBATION,,,,d4c0fce68a09d5da9c30e88f108d6c9f62019367ae1361c81cf3501364648fae
H01,ENSG00000137124,UNSEEN_PERTURBATION,,,,ad8b157cd0c859edbd8245b6547b2be4fb5d505fd3faff58045004f7a8d0bedf
H01,ENSG00000143867,UNSEEN_PERTURBATION,,,,44aee076b041b354cd4590adfeda1346bc5def780fa3ae52ef0fe832159ca651
H01,ENSG00000147437,UNSEEN_PERTURBATION,,,,4662eff938b1e1a0295702d4f127028526786c8a41a0e4d885501cd5022508af
H01,ENSG00000150687,UNSEEN_PERTURBATION,,,,707e4108d347f2499c51b14ea78fd527e5d091de0fe3a622b4a8deb93b644a41
H01,ENSG00000156110,UNSEEN_PERTURBATION,,,,d6ebeaa110b5b962459e34fb620523a6760473cc22eece597ffb113762a35265
H01,ENSG00000162139,UNSEEN_PERTURBATION,,,,44f26cb6b0f0512edaa1ed204fee6500ec2f9d3b6aaad9ff316babd1c7b42ae5
H01,ENSG00000164822,UNSEEN_PERTURBATION,,,,6731727da9bcaaa2e8860a0e7e848579dcd68c0167f00beae47db236cb014adf
H01,ENSG00000165795,UNSEEN_PERTURBATION,,,,2105819cf87574b3a9a2686e9a5b505e1a2c6e2e930ffeec73ff1e0977fe9fc8
H01,ENSG00000166016,UNSEEN_PERTURBATION,,,,46dfe1a6b79c0a5f8e7bdc5151392df82058333120864703af5b0e6a9b1944a8
H01,ENSG00000168874,UNSEEN_PERTURBATION,,,,cb50a04d55eb47eba2c8eb30ced58a532e6a0deb6c77aab0b73baf5a8be6a22f
H01,ENSG00000169403,UNSEEN_PERTURBATION,,,,75781e33edf2aa8f0aae9694f31c29bc0bd3ddf95eedf48e00721145b926a4d7
H01,ENSG00000171202,UNSEEN_PERTURBATION,,,,9d8d825cb37993b853def4e25c4682ce75e783919eb3947e6767aa72b6095dba
H01,ENSG00000177731,UNSEEN_PERTURBATION,,,,5caf656a9f975e785a01891e445ec9f9983f0f5f3cab449e6eb359ae55e158ef
H01,ENSG00000183742,UNSEEN_PERTURBATION,,,,b57c7ee54136221919efc5a128b4e1bcf5c6996b1e618e8204d57598e34d375d
H01,ENSG00000186787,UNSEEN_PERTURBATION,,,,9a23d1e7f50d21c4547a334a926c00360658737feef48abf5957e20263969ca9
H01,ENSG00000186951,UNSEEN_PERTURBATION,,,,490ed779ebf9295647c4849a9ebb675f9f45d6bc86ba87303989a7db127e96f8
H01,ENSG00000189171,UNSEEN_PERTURBATION,,,,adca0032a7ec14c995c22a58cadf0e5d68959067bf3408f6df33ed21912cf7df
H01,ENSG00000197653,UNSEEN_PERTURBATION,,,,c4d9930176ccbcd79a7bc4b259bcae5decbd2a9c2cd89efbdd8994305bed7aa2
H01,ENSG00000198855,UNSEEN_PERTURBATION,,,,058da0c898e83e73dc5db91cd4c81e068f1f0374a08599eb310e278e5efc450f
H01,ENSG00000215041,UNSEEN_PERTURBATION,,,,780fb970afe198eb841018b55d42780015966d3160760e8a534044df16a6a2cf
H01,ENSG00000243056,UNSEEN_PERTURBATION,,,,e1706075d574bf25b5dffb9997855c825b2bc608f6ce490ccc5f46f7eacd4a57
H01,ENSG00000272602,UNSEEN_PERTURBATION,,,,19befba4c18784a7e571ac866a73fe542c751cf02bcdeddde7ccf71d92f7e498
H01,ENSG00000275410,UNSEEN_PERTURBATION,,,,b5d5548f2e8c2fd88bb5517642f009a4dc77a78c6f173e8853a60ae8fd8f54ab
